"ISO3","word","n","total","tf","idf","tf_idf"
"ZAF","africa's",4,1054,0.00379506641366224,3.04979949482427,0.0115741916312116
"ZAF","agenda",4,1054,0.00379506641366224,0.341749293722057,0.00129696126649737
"ZAF","damage",4,1054,0.00379506641366224,0.956564631012095,0.00363022630365121
"ZAF","empowerment",4,1054,0.00379506641366224,1.87972824217401,0.00713369351868695
"ZAF","essential",4,1054,0.00379506641366224,0.792676775906978,0.00300826100913464
"ZAF","evident",4,1054,0.00379506641366224,2.35665231426432,0.00894365204654392
"ZAF","excellency",4,1054,0.00379506641366224,0.0266682470821613,0.000101207768812756
"ZAF","health",4,1054,0.00379506641366224,0.61229508393085,0.00232370050827647
"ZAF","hunger",4,1054,0.00379506641366224,1.25804002559621,0.00477434544818297
"ZAF","institutions",4,1054,0.00379506641366224,0.493433881054122,0.0018726143493515
"ZAF","means",4,1054,0.00379506641366224,0.725235495111446,0.00275231686949315
"ZAF","north",4,1054,0.00379506641366224,1.35520377404986,0.00514308832656493
"ZAF","progress",4,1054,0.00379506641366224,0.284179441900579,0.00107847985541017
"ZAF","represented",4,1054,0.00379506641366224,2.20250163443706,0.00835863997888829
"ZAF","republic",4,1054,0.00379506641366224,0.402836985701895,0.0015287931146182
"ZAF","trade",4,1054,0.00379506641366224,1.01291756756323,0.00384408944046765
"BRA","aimed",3,1130,0.00265486725663717,1.78128816936076,0.00472908363547104
"BRA","brazilian",3,1130,0.00265486725663717,4.14841178349238,0.0110134826110417
"BRA","bring",3,1130,0.00265486725663717,0.781115953505903,0.00207375916859974
"BRA","challenges",3,1130,0.00265486725663717,0.171850256926659,0.000456239620159272
"BRA","change",3,1130,0.00265486725663717,0.0708743395866571,0.000188161963504399
"BRA","charter",3,1130,0.00265486725663717,0.44300302742723,0.00117611423210769
"BRA","conflicts",3,1130,0.00265486725663717,0.434839716788069,0.00115444172598602
"BRA","eat",3,1130,0.00265486725663717,4.14841178349238,0.0110134826110417
"BRA","expansion",3,1130,0.00265486725663717,1.988927534139,0.00528033858620975
"BRA","facing",3,1130,0.00265486725663717,0.942958978956316,0.00250343091758314
"BRA","federative",3,1130,0.00265486725663717,5.24702407216049,0.0139301524039659
"BRA","goals",3,1130,0.00265486725663717,0.341749293722057,0.000907299009881566
"BRA","government",3,1130,0.00265486725663717,0.312550139029794,0.000829779130167596
"BRA","international",3,1130,0.00265486725663717,0.0320883145515004,8.51902156234525e-05
"BRA","makes",3,1130,0.00265486725663717,1.95118720615616,0.00518014302519334
"BRA","model",3,1130,0.00265486725663717,1.988927534139,0.00528033858620975
"BRA","outrage",3,1130,0.00265486725663717,4.14841178349238,0.0110134826110417
"BRA","pay",3,1130,0.00265486725663717,1.63610615951626,0.00434364467128211
"BRA","political",3,1130,0.00265486725663717,0.243077766215027,0.00064533920234078
"BRA","poverty",3,1130,0.00265486725663717,0.519636253448146,0.00137956527464109
"BRA","power",3,1130,0.00265486725663717,0.71442457900723,0.00189670242214309
"BRA","promoting",3,1130,0.00265486725663717,1.04233145276952,0.00276725164452085
"BRA","republic",3,1130,0.00265486725663717,0.402836985701895,0.00106947872310238
"BRA","rich",3,1130,0.00265486725663717,1.78128816936076,0.00472908363547104
"BRA","rights",3,1130,0.00265486725663717,0.249811798396371,0.000663217163884171
"BRA","victims",3,1130,0.00265486725663717,1.31519843943616,0.00349167727283936
"BRA","voice",3,1130,0.00265486725663717,1.39687647045043,0.00370852160296574
"BRA","war",3,1130,0.00265486725663717,0.305381649551182,0.000810747742171279
"IND","affairs",3,814,0.00368550368550369,1.02751636698438,0.00378691535743629
"IND","agenda",3,814,0.00368550368550369,0.341749293722057,0.00125951828153092
"IND","challenges",3,814,0.00368550368550369,0.171850256926659,0.000633354755257958
"IND","climate",3,814,0.00368550368550369,0.0765400771223344,0.0002820887363231
"IND","collective",3,814,0.00368550368550369,0.583584978048419,0.00215080458740204
"IND","concerns",3,814,0.00368550368550369,1.55814461804655,0.00574254773235829
"IND","focus",3,814,0.00368550368550369,1.35520377404986,0.00499460850386926
"IND","friends",3,814,0.00368550368550369,1.23969088692802,0.00456888533265853
"IND","goals",3,814,0.00368550368550369,0.341749293722057,0.00125951828153092
"IND","infrastructure",3,814,0.00368550368550369,0.970357953144431,0.00357625781257161
"IND","issues",3,814,0.00368550368550369,0.68267588069265,0.00251600447429724
"IND","minister",3,814,0.00368550368550369,0.703729289890482,0.00259359689148826
"IND","outcomes",3,814,0.00368550368550369,2.15598161880217,0.0079458782019736
"IND","power",3,814,0.00368550368550369,0.71442457900723,0.00263301441894557
"IND","reform",3,814,0.00368550368550369,0.48485013736273,0.00178691696816731
"IND","respect",3,814,0.00368550368550369,0.394993808240869,0.00145575113602286
"IND","set",3,814,0.00368550368550369,0.903218650306802,0.00332881566452138
"IND","solutions",3,814,0.00368550368550369,0.57419523769858,0.00211619866473678
"IND","technology",3,814,0.00368550368550369,1.08814098880081,0.00401034762457303
"IND","time",3,814,0.00368550368550369,0.147157644336288,0.000542350040551429
"RUS","affairs",3,1326,0.00226244343891403,1.02751636698438,0.00232469766286059
"RUS","agreements",3,1326,0.00226244343891403,1.48582395646692,0.00336159266168987
"RUS","aim",3,1326,0.00226244343891403,1.46283443824222,0.00330958017701861
"RUS","americans",3,1326,0.00226244343891403,3.16758253048065,0.00716647631330464
"RUS","architecture",3,1326,0.00226244343891403,1.04233145276952,0.00235821595649213
"RUS","artificially",3,1326,0.00226244343891403,5.24702407216049,0.0118710951858835
"RUS","attempts",3,1326,0.00226244343891403,2.20250163443706,0.00498303537202955
"RUS","based",3,1326,0.00226244343891403,0.451233526563745,0.00102089033159218
"RUS","body",3,1326,0.00226244343891403,1.31519843943616,0.00297556208017231
"RUS","born",3,1326,0.00226244343891403,2.06897024181254,0.00468092814889715
"RUS","call",3,1326,0.00226244343891403,0.25659148538175,0.000580523722583145
"RUS","charter",3,1326,0.00226244343891403,0.44300302742723,0.00100226929282179
"RUS","collective",3,1326,0.00226244343891403,0.583584978048419,0.00132032800463443
"RUS","common",3,1326,0.00226244343891403,0.502091943797236,0.00113595462397565
"RUS","cooperation",3,1326,0.00226244343891403,0.298264181782318,0.000674805841136466
"RUS","coup",3,1326,0.00226244343891403,2.35665231426432,0.00533179256620887
"RUS","decisions",3,1326,0.00226244343891403,1.35520377404986,0.00306607188699063
"RUS","development",3,1326,0.00226244343891403,0.0708743395866571,0.000160349184585197
"RUS","eurasian",3,1326,0.00226244343891403,4.14841178349238,0.00938554702147596
"RUS","expansion",3,1326,0.00226244343891403,1.988927534139,0.00449983605008824
"RUS","fate",3,1326,0.00226244343891403,2.30258509299405,0.00520946853618562
"RUS","federation",3,1326,0.00226244343891403,2.30258509299405,0.00520946853618562
"RUS","future",3,1326,0.00226244343891403,0.22314355131421,0.00050484966360681
"RUS","humanity",3,1326,0.00226244343891403,0.593063722002963,0.00134177312670354
"RUS","initiative",3,1326,0.00226244343891403,0.725235495111446,0.00164080428758246
"RUS","key",3,1326,0.00226244343891403,0.929535958624176,0.00210302253082393
"RUS","kosovo",3,1326,0.00226244343891403,3.63758615972639,0.00822983294055744
"RUS","leaders",3,1326,0.00226244343891403,0.71442457900723,0.00161634520137382
"RUS","main",3,1326,0.00226244343891403,1.46283443824222,0.00330958017701861
"RUS","measures",3,1326,0.00226244343891403,0.736164565643636,0.00166553069150144
"RUS","mediation",3,1326,0.00226244343891403,2.76211742237249,0.00624913443975676
"RUS","mutual",3,1326,0.00226244343891403,1.10388934576895,0.00249748720762207
"RUS","organisations",3,1326,0.00226244343891403,2.4744353499207,0.00559827002244503
"RUS","pacific",3,1326,0.00226244343891403,1.63610615951626,0.00370159764596439
"RUS","permanent",3,1326,0.00226244343891403,0.877576219693465,0.00198546656039245
"RUS","policies",3,1326,0.00226244343891403,1.02751636698438,0.00232469766286059
"RUS","prevent",3,1326,0.00226244343891403,1.20397280432594,0.00272392037177814
"RUS","principle",3,1326,0.00226244343891403,1.05736933013406,0.00239223830347073
"RUS","process",3,1326,0.00226244343891403,0.672313093657103,0.00152107034764051
"RUS","promises",3,1326,0.00226244343891403,1.75051651069401,0.00396044459433033
"RUS","pushing",3,1326,0.00226244343891403,2.94443897916644,0.00666162664969783
"RUS","regime",3,1326,0.00226244343891403,1.84582669049833,0.00417607848529034
"RUS","regional",3,1326,0.00226244343891403,0.672313093657103,0.00152107034764051
"RUS","rest",3,1326,0.00226244343891403,1.41838267567139,0.00320901057844206
"RUS","risk",3,1326,0.00226244343891403,0.929535958624176,0.00210302253082393
"RUS","role",3,1326,0.00226244343891403,0.651904222025896,0.00147489642992284
"RUS","shared",3,1326,0.00226244343891403,0.840304824896233,0.00190114213777428
"RUS","soviet",3,1326,0.00226244343891403,3.16758253048065,0.00716647631330464
"RUS","structures",3,1326,0.00226244343891403,2.20250163443706,0.00498303537202955
"RUS","subordinate",3,1326,0.00226244343891403,4.55387689160054,0.0103028888950238
"RUS","u.s",3,1326,0.00226244343891403,2.53897387105828,0.00574428477614995
"RUS","underway",3,1326,0.00226244343891403,2.4744353499207,0.00559827002244503
"RUS","union",3,1326,0.00226244343891403,1.05736933013406,0.00239223830347073
"UKR","climate",3,677,0.00443131462333826,0.0765400771223344,0.000339173163023638
"UKR","ensure",3,677,0.00443131462333826,0.402836985701895,0.00178509742556231
"UKR","guarantee",3,677,0.00443131462333826,1.6094379124341,0.00713192575672423
"UKR","international",3,677,0.00443131462333826,0.0320883145515004,0.000142193417510342
"UKR","mass",3,677,0.00443131462333826,1.55814461804655,0.00690462903122548
"UKR","nations",3,677,0.00443131462333826,0.0485270408946604,0.000215038585943842
"UKR","occupied",3,677,0.00443131462333826,2.41381072810427,0.0106963547774192
"UKR","radiation",3,677,0.00443131462333826,5.24702407216049,0.0232512144999726
"UKR","remain",3,677,0.00443131462333826,0.703729289890482,0.00311844589316314
"UKR","restrained",3,677,0.00443131462333826,5.24702407216049,0.0232512144999726
"UKR","sea",3,677,0.00443131462333826,1.08814098880081,0.0048218950759268
"UKR","spreading",3,677,0.00443131462333826,2.84912879936212,0.0126253861123875
"UKR","territories",3,677,0.00443131462333826,2.15598161880217,0.00955383287504655
"UKR","thousands",3,677,0.00443131462333826,1.25804002559621,0.00557477116216933
"UKR","time",3,677,0.00443131462333826,0.147157644336288,0.000652101821283402
"UKR","ukrainian",3,677,0.00443131462333826,1.75051651069401,0.00775708941223341
"UKR","unity",3,677,0.00443131462333826,1.31519843943616,0.00582805807726511
"UKR","wars",3,677,0.00443131462333826,1.27673215860836,0.00565760188452746
"UKR","weapon",3,677,0.00443131462333826,2.06897024181254,0.0091682580877956
"UKR","weaponization",3,677,0.00443131462333826,4.55387689160054,0.0201796612626316
"UKR","weaponizing",3,677,0.00443131462333826,4.14841178349238,0.0183829177998185
"ZAF","achievement",3,1054,0.00284629981024668,1.46283443824222,0.00416366538399115
"ZAF","adaptation",3,1054,0.00284629981024668,1.20397280432594,0.00342686756449507
"ZAF","challenges",3,1054,0.00284629981024668,0.171850256926659,0.000489137353681193
"ZAF","conflicts",3,1054,0.00284629981024668,0.434839716788069,0.0012376842033816
"ZAF","economic",3,1054,0.00284629981024668,0.171850256926659,0.000489137353681193
"ZAF","efforts",3,1054,0.00284629981024668,0.197168064910949,0.000561199425742739
"ZAF","financial",3,1054,0.00284629981024668,0.402836985701895,0.00114659483596365
"ZAF","financing",3,1054,0.00284629981024668,0.80437281567017,0.00228948619260959
"ZAF","future",3,1054,0.00284629981024668,0.22314355131421,0.000635133447763405
"ZAF","goals",3,1054,0.00284629981024668,0.341749293722057,0.000972720949873027
"ZAF","government",3,1054,0.00284629981024668,0.312550139029794,0.000889611401413077
"ZAF","industrialization",3,1054,0.00284629981024668,3.04979949482427,0.00868064372340873
"ZAF","investment",3,1054,0.00284629981024668,0.956564631012095,0.00272266972773841
"ZAF","meet",3,1054,0.00284629981024668,1.04233145276952,0.00296678781623203
"ZAF","moment",3,1054,0.00284629981024668,1.69167601067107,0.00481501710817193
"ZAF","peaceful",3,1054,0.00284629981024668,0.651904222025896,0.00185551486345132
"ZAF","principles",3,1054,0.00284629981024668,0.510825623765991,0.00145396287599428
"ZAF","resolve",3,1054,0.00284629981024668,1.25804002559621,0.00358075908613723
"ZAF","resources",3,1054,0.00284629981024668,0.476339447694821,0.00135580487958678
"ZAF","rights",3,1054,0.00284629981024668,0.249811798396371,0.000711039274372973
"ZAF","secretary",3,1054,0.00284629981024668,0.20359895524124,0.000579503667669562
"ZAF","shared",3,1054,0.00284629981024668,0.840304824896233,0.00239175946365152
"ZAF","solidarity",3,1054,0.00284629981024668,0.25659148538175,0.000730336296152988
"ZAF","suffering",3,1054,0.00284629981024668,0.890315245470894,0.00253410411424353
"ZAF","vulnerable",3,1054,0.00284629981024668,0.662056593489914,0.00188441155642291
"BRA","10",2,1130,0.00176991150442478,1.44036158239017,0.00254931253520383
"BRA","2030",2,1130,0.00176991150442478,0.356674943938732,0.000631283086617225
"BRA","achieving",2,1130,0.00176991150442478,0.890315245470894,0.00157577919552371
"BRA","action",2,1130,0.00176991150442478,0.298264181782318,0.000527901206694368
"BRA","actions",2,1130,0.00176991150442478,0.693147180559945,0.00122680916913265
"BRA","address",2,1130,0.00176991150442478,0.0995295953470331,0.000176158575835457
"BRA","advocate",2,1130,0.00176991150442478,1.988927534139,0.00352022572413983
"BRA","affected",2,1130,0.00176991150442478,1.22167238142534,0.00216225200252272
"BRA","behalf",2,1130,0.00176991150442478,0.26341745045215,0.000466225576021504
"BRA","born",2,1130,0.00176991150442478,2.06897024181254,0.00366189423329653
"BRA","building",2,1130,0.00176991150442478,0.602633173019113,0.00106660738587454
"BRA","chair",2,1130,0.00176991150442478,2.20250163443706,0.00389823298130454
"BRA","challenge",2,1130,0.00176991150442478,0.852574917488047,0.0015089821548461
"BRA","child",2,1130,0.00176991150442478,2.30258509299405,0.00407537184600716
"BRA","collective",2,1130,0.00176991150442478,0.583584978048419,0.00103289376645738
"BRA","community",2,1130,0.00176991150442478,0.197168064910949,0.00034897002639106
"BRA","confidence",2,1130,0.00176991150442478,1.55814461804655,0.00275777808503814
"BRA","continue",2,1130,0.00176991150442478,0.197168064910949,0.00034897002639106
"BRA","contributions",2,1130,0.00176991150442478,1.87972824217401,0.00332695264101595
"BRA","core",2,1130,0.00176991150442478,1.66350513370438,0.00294425687381306
"BRA","creation",2,1130,0.00176991150442478,1.46283443824222,0.00258908750131367
"BRA","crimes",2,1130,0.00176991150442478,1.46283443824222,0.00258908750131367
"BRA","culture",2,1130,0.00176991150442478,1.58346242603084,0.00280258836465635
"BRA","de",2,1130,0.00176991150442478,1.84582669049833,0.00326694989468731
"BRA","decided",2,1130,0.00176991150442478,1.81303686767534,0.00320891481004485
"BRA","democracy",2,1130,0.00176991150442478,0.80437281567017,0.00142366870030119
"BRA","democratic",2,1130,0.00176991150442478,0.864997437486605,0.00153096891590549
"BRA","developing",2,1130,0.00176991150442478,0.493433881054122,0.000873334302750657
"BRA","dollars",2,1130,0.00176991150442478,1.55814461804655,0.00275777808503814
"BRA","emerge",2,1130,0.00176991150442478,2.76211742237249,0.00488870340242918
"BRA","energy",2,1130,0.00176991150442478,0.451233526563745,0.000798643409847336
"BRA","escort",2,1130,0.00176991150442478,0.334369186424434,0.00059180386977776
"BRA","fair",2,1130,0.00176991150442478,1.07263680226485,0.00189847221639796
"BRA","families",2,1130,0.00176991150442478,1.6094379124341,0.00284856267687451
"BRA","fear",2,1130,0.00176991150442478,1.91481956198528,0.00338906117165537
"BRA","fighting",2,1130,0.00176991150442478,1.58346242603084,0.00280258836465635
"BRA","financial",2,1130,0.00176991150442478,0.402836985701895,0.000712985815401584
"BRA","food",2,1130,0.00176991150442478,0.434839716788069,0.000769627817324015
"BRA","force",2,1130,0.00176991150442478,0.929535958624176,0.00164519638694544
"BRA","forms",2,1130,0.00176991150442478,1.75051651069401,0.00309825931096284
"BRA","gentlemen",2,1130,0.00176991150442478,0.48485013736273,0.00085814183604023
"BRA","governance",2,1130,0.00176991150442478,0.80437281567017,0.00142366870030119
"BRA","growing",2,1130,0.00176991150442478,1.11988968711539,0.0019821056409122
"BRA","half",2,1130,0.00176991150442478,1.29578035357906,0.00229341655500718
"BRA","humanity",2,1130,0.00176991150442478,0.593063722002963,0.00104967030443002
